ProductionKey,ProductionRecordID,ProductionDateKey,ProductKey,Factory,ProductionLine,Shift,PlannedQuantity,ActualQuantity,DefectQuantity,YieldRate,WorkHours,DowntimeMinutes
1165,MFG-01165,20260226,12,九州工場,ライン-A,夜勤,10,8,2,0.8583,11.7,96
1166,MFG-01166,20250410,5,本社工場,ライン-D,日勤,100,97,3,0.9781,4.1,8
1167,MFG-01167,20250306,19,第二工場,ライン-D,日勤,200,191,9,0.9558,9.8,30
1168,MFG-01168,20251220,17,九州工場,ライン-C,日勤,500,476,24,0.9521,6.6,4
1169,MFG-01169,20250419,15,第二工場,ライン-B,日勤,1000,988,12,0.9882,8.2,6
1170,MFG-01170,20250313,15,本社工場,ライン-A,夜勤,200,195,5,0.9773,5.7,9
1171,MFG-01171,20250131,1,九州工場,ライン-C,夜勤,1000,990,10,0.9904,7.4,4
1172,MFG-01172,20250819,8,九州工場,ライン-A,夜勤,500,480,20,0.9615,7.9,5
1173,MFG-01173,20260209,4,第二工場,ライン-A,夜勤,100,97,3,0.9794,9.3,3
1174,MFG-01174,20250830,16,第二工場,ライン-B,日勤,500,485,15,0.9702,10.1,0
1175,MFG-01175,20250625,8,本社工場,ライン-C,日勤,200,190,10,0.9533,9.6,0
1176,MFG-01176,20250223,20,第二工場,ライン-D,日勤,100,98,2,0.9805,6.4,0
1177,MFG-01177,20250711,4,本社工場,ライン-A,日勤,100,95,5,0.9504,5.1,6
1178,MFG-01178,20250310,17,第二工場,ライン-A,夜勤,500,487,13,0.9754,8.6,3
1179,MFG-01179,20250112,19,九州工場,ライン-D,日勤,200,196,4,0.9834,10.9,9
1180,MFG-01180,20251117,1,本社工場,ライン-E,日勤,200,192,8,0.9634,8.9,4
1181,MFG-01181,20260323,11,本社工場,ライン-C,日勤,500,487,13,0.9758,11.1,7
1182,MFG-01182,20250305,15,本社工場,ライン-C,日勤,200,195,5,0.9765,8.5,1
1183,MFG-01183,20260123,13,九州工場,ライン-C,日勤,50,49,1,0.9865,11.2,3
1184,MFG-01184,20251008,16,九州工場,ライン-D,夜勤,1000,961,39,0.9612,7.2,7
1185,MFG-01185,20250108,9,本社工場,ライン-A,日勤,200,191,9,0.9554,11.6,10
1186,MFG-01186,20260324,14,本社工場,ライン-A,日勤,10,9,1,0.9966,11.4,58
1187,MFG-01187,20260318,8,九州工場,ライン-A,日勤,500,486,14,0.9722,4.1,1
1188,MFG-01188,20250111,2,九州工場,ライン-D,夜勤,50,48,2,0.963,12.0,8
1189,MFG-01189,20251126,3,九州工場,ライン-A,夜勤,500,497,3,0.9958,11.4,4
1190,MFG-01190,20251006,15,九州工場,ライン-A,夜勤,100,96,4,0.9623,11.5,2
1191,MFG-01191,20250401,12,第二工場,ライン-A,夜勤,5,4,1,0.8749,9.6,2
1192,MFG-01192,20250803,4,九州工場,ライン-A,日勤,50,48,2,0.9752,4.8,0
1193,MFG-01193,20250901,1,九州工場,ライン-B,夜勤,200,190,10,0.9527,11.4,0
1194,MFG-01194,20251101,11,第二工場,ライン-B,夜勤,500,483,17,0.9673,7.3,0
1195,MFG-01195,20250106,11,第二工場,ライン-D,夜勤,50,48,2,0.9617,6.7,0
1196,MFG-01196,20250114,15,九州工場,ライン-B,夜勤,50,47,3,0.9517,7.6,1
1197,MFG-01197,20250415,18,九州工場,ライン-D,日勤,500,476,24,0.9536,7.1,1
1198,MFG-01198,20250113,9,九州工場,ライン-C,夜勤,500,498,2,0.9979,4.9,1
1199,MFG-01199,20250831,1,第二工場,ライン-D,夜勤,100,99,1,0.997,10.6,4
1200,MFG-01200,20260315,5,第二工場,ライン-B,日勤,50,47,3,0.9569,5.4,4
1201,MFG-01201,20260122,3,九州工場,ライン-B,日勤,200,197,3,0.9895,10.4,2
1202,MFG-01202,20250712,20,本社工場,ライン-A,日勤,200,193,7,0.9652,5.8,6
1203,MFG-01203,20250210,15,第二工場,ライン-E,日勤,1000,962,38,0.963,6.8,9
1204,MFG-01204,20251004,12,第二工場,ライン-A,日勤,5,4,1,0.9653,11.4,1
1205,MFG-01205,20250329,14,第二工場,ライン-E,夜勤,20,19,1,0.9623,8.4,8
1206,MFG-01206,20251212,14,本社工場,ライン-B,夜勤,5,4,1,0.8288,6.5,8
1207,MFG-01207,20260119,8,九州工場,ライン-D,日勤,1000,951,49,0.9516,6.3,2
1208,MFG-01208,20250213,14,本社工場,ライン-C,日勤,20,19,1,0.9948,10.1,3
1209,MFG-01209,20250721,20,本社工場,ライン-B,夜勤,1000,962,38,0.9629,7.5,0
1210,MFG-01210,20250916,6,本社工場,ライン-A,夜勤,10,9,1,0.9911,5.3,3
1211,MFG-01211,20260116,16,本社工場,ライン-B,夜勤,1000,781,219,0.7812,5.7,19
1212,MFG-01212,20251008,17,本社工場,ライン-D,夜勤,500,485,15,0.9718,8.7,0
1213,MFG-01213,20250922,17,九州工場,ライン-E,日勤,100,98,2,0.9883,4.2,1
1214,MFG-01214,20250716,19,本社工場,ライン-B,日勤,500,485,15,0.9719,10.7,9
1215,MFG-01215,20260108,15,本社工場,ライン-E,夜勤,50,48,2,0.9662,8.3,1
1216,MFG-01216,20260314,18,第二工場,ライン-D,夜勤,200,150,50,0.7535,8.8,9
1217,MFG-01217,20250921,9,本社工場,ライン-B,夜勤,100,99,1,0.9901,11.6,39
1218,MFG-01218,20250925,3,本社工場,ライン-C,夜勤,500,478,22,0.9568,8.6,2
1219,MFG-01219,20250110,7,九州工場,ライン-C,日勤,5,4,1,0.9633,7.3,6
1220,MFG-01220,20251022,20,第二工場,ライン-E,夜勤,200,198,2,0.9914,7.5,0
1221,MFG-01221,20250218,2,本社工場,ライン-E,夜勤,500,494,6,0.9889,9.7,1
1222,MFG-01222,20251219,17,本社工場,ライン-B,日勤,200,197,3,0.9868,11.7,6
1223,MFG-01223,20250314,2,第二工場,ライン-E,日勤,200,198,2,0.9934,7.7,5
1224,MFG-01224,20251123,7,第二工場,ライン-D,日勤,5,4,1,0.9508,6.4,1
1225,MFG-01225,20260131,18,九州工場,ライン-B,夜勤,100,97,3,0.9701,4.6,10
1226,MFG-01226,20250617,12,本社工場,ライン-E,夜勤,20,19,1,0.9515,7.7,0
1227,MFG-01227,20250516,14,本社工場,ライン-D,日勤,10,9,1,0.972,4.2,2
1228,MFG-01228,20250413,5,九州工場,ライン-E,夜勤,50,47,3,0.9514,11.2,5
1229,MFG-01229,20250106,16,第二工場,ライン-D,夜勤,100,99,1,0.9928,11.3,4
1230,MFG-01230,20250715,2,九州工場,ライン-C,日勤,500,485,15,0.9701,5.8,6
1231,MFG-01231,20260227,1,九州工場,ライン-A,日勤,100,82,18,0.8249,9.9,3
1232,MFG-01232,20260110,10,本社工場,ライン-D,夜勤,100,97,3,0.9702,7.9,2
1233,MFG-01233,20250325,11,九州工場,ライン-A,日勤,500,479,21,0.9588,7.6,115
1234,MFG-01234,20260310,14,第二工場,ライン-D,夜勤,20,19,1,0.9537,11.4,6
1235,MFG-01235,20260313,18,九州工場,ライン-D,夜勤,500,486,14,0.9724,4.6,0
1236,MFG-01236,20251124,7,本社工場,ライン-C,日勤,50,48,2,0.9646,8.5,2
1237,MFG-01237,20250306,8,第二工場,ライン-C,日勤,100,97,3,0.9701,9.9,2
1238,MFG-01238,20250226,5,第二工場,ライン-A,夜勤,500,493,7,0.9861,5.3,2
1239,MFG-01239,20250109,13,第二工場,ライン-C,日勤,5,4,1,0.9737,5.6,8
1240,MFG-01240,20250317,15,本社工場,ライン-B,夜勤,100,98,2,0.9825,10.3,8
1241,MFG-01241,20260217,6,九州工場,ライン-A,夜勤,10,8,2,0.8108,6.1,5
1242,MFG-01242,20260310,4,本社工場,ライン-A,日勤,50,48,2,0.9678,5.6,1
1243,MFG-01243,20260215,6,本社工場,ライン-B,日勤,5,4,1,0.9957,7.4,3
1244,MFG-01244,20250912,5,九州工場,ライン-A,夜勤,50,47,3,0.9578,12.0,9
1245,MFG-01245,20250817,18,九州工場,ライン-E,日勤,50,47,3,0.9516,4.1,7
1246,MFG-01246,20260221,4,本社工場,ライン-B,夜勤,500,486,14,0.9724,9.2,1
1247,MFG-01247,20260329,13,第二工場,ライン-B,日勤,5,4,1,0.9637,11.8,8
1248,MFG-01248,20250618,12,九州工場,ライン-A,日勤,50,48,2,0.9662,5.3,7
1249,MFG-01249,20250327,18,九州工場,ライン-E,夜勤,200,154,46,0.7706,7.7,3
1250,MFG-01250,20250828,4,本社工場,ライン-D,夜勤,50,47,3,0.9553,8.9,2
1251,MFG-01251,20250308,7,九州工場,ライン-E,夜勤,10,9,1,0.9595,6.7,7
1252,MFG-01252,20260326,14,本社工場,ライン-E,日勤,5,4,1,0.8584,8.4,7
1253,MFG-01253,20260320,17,本社工場,ライン-A,日勤,500,482,18,0.9641,10.4,6
1254,MFG-01254,20250406,6,第二工場,ライン-A,日勤,10,9,1,0.9684,6.8,6
1255,MFG-01255,20251208,16,第二工場,ライン-A,夜勤,500,485,15,0.971,9.5,5
1256,MFG-01256,20251223,5,第二工場,ライン-A,日勤,500,496,4,0.9929,10.6,0
1257,MFG-01257,20250903,1,本社工場,ライン-B,夜勤,50,49,1,0.989,8.2,2
1258,MFG-01258,20250525,7,九州工場,ライン-A,日勤,5,4,1,0.9742,5.8,42
1259,MFG-01259,20260114,14,本社工場,ライン-E,日勤,5,4,1,0.9677,4.6,5
1260,MFG-01260,20260126,18,九州工場,ライン-D,夜勤,200,192,8,0.9611,10.9,5
1261,MFG-01261,20250430,10,本社工場,ライン-E,日勤,50,38,12,0.7678,10.1,6
1262,MFG-01262,20250513,5,九州工場,ライン-D,夜勤,500,486,14,0.9727,8.4,1
1263,MFG-01263,20250312,18,第二工場,ライン-A,夜勤,100,96,4,0.9612,7.0,8
1264,MFG-01264,20250220,11,第二工場,ライン-C,日勤,200,190,10,0.9522,9.4,2
1265,MFG-01265,20250427,13,本社工場,ライン-A,夜勤,10,9,1,0.9976,10.2,7
1266,MFG-01266,20250828,5,第二工場,ライン-A,日勤,200,156,44,0.7805,10.6,5
1267,MFG-01267,20250716,9,九州工場,ライン-D,日勤,200,192,8,0.9604,7.9,3
1268,MFG-01268,20250929,1,第二工場,ライン-B,夜勤,500,487,13,0.9742,6.6,2
1269,MFG-01269,20250716,2,九州工場,ライン-B,日勤,100,96,4,0.9689,8.2,7
1270,MFG-01270,20250406,18,第二工場,ライン-E,日勤,200,191,9,0.9565,7.6,10
1271,MFG-01271,20250416,5,本社工場,ライン-D,日勤,1000,976,24,0.9763,11.4,2
1272,MFG-01272,20250703,20,本社工場,ライン-B,夜勤,500,489,11,0.9792,7.3,0
1273,MFG-01273,20260213,9,九州工場,ライン-E,夜勤,200,190,10,0.9528,6.7,3
1274,MFG-01274,20250513,1,本社工場,ライン-C,日勤,200,197,3,0.9856,11.7,7
1275,MFG-01275,20250808,9,第二工場,ライン-A,日勤,500,484,16,0.9698,4.5,9
1276,MFG-01276,20260328,15,九州工場,ライン-D,夜勤,100,99,1,0.9908,8.7,3
1277,MFG-01277,20260302,17,本社工場,ライン-C,日勤,200,197,3,0.986,5.0,2
1278,MFG-01278,20250131,6,九州工場,ライン-B,日勤,5,4,1,0.9723,7.0,6
1279,MFG-01279,20251107,4,本社工場,ライン-D,夜勤,100,95,5,0.9576,11.1,4
1280,MFG-01280,20250518,18,九州工場,ライン-D,日勤,50,47,3,0.955,7.4,3
1281,MFG-01281,20251027,6,本社工場,ライン-B,日勤,50,49,1,0.9881,4.1,4
1282,MFG-01282,20250405,13,第二工場,ライン-C,日勤,10,9,1,0.9716,11.1,3
1283,MFG-01283,20260217,3,本社工場,ライン-D,夜勤,500,400,100,0.8014,4.1,164
1284,MFG-01284,20250412,7,第二工場,ライン-B,夜勤,50,48,2,0.9607,4.9,2
1285,MFG-01285,20251016,9,第二工場,ライン-D,日勤,1000,783,217,0.7833,8.5,5
1286,MFG-01286,20250514,2,第二工場,ライン-B,夜勤,100,98,2,0.9854,5.8,2
1287,MFG-01287,20260124,16,九州工場,ライン-B,日勤,100,98,2,0.9895,5.8,4
1288,MFG-01288,20260131,19,本社工場,ライン-D,日勤,500,485,15,0.9717,9.2,7
1289,MFG-01289,20260318,6,九州工場,ライン-E,夜勤,5,4,1,0.9799,9.0,7
1290,MFG-01290,20260106,1,九州工場,ライン-E,夜勤,100,86,14,0.8622,11.9,0
1291,MFG-01291,20250328,2,本社工場,ライン-E,日勤,200,191,9,0.9582,4.4,1
1292,MFG-01292,20250710,10,九州工場,ライン-B,日勤,100,99,1,0.9939,8.7,2
1293,MFG-01293,20250628,7,本社工場,ライン-B,日勤,5,4,1,0.952,10.5,5
1294,MFG-01294,20250626,2,九州工場,ライン-A,日勤,1000,988,12,0.9882,9.5,118
1295,MFG-01295,20251025,17,九州工場,ライン-E,夜勤,500,479,21,0.9593,10.2,2
1296,MFG-01296,20250531,8,本社工場,ライン-D,夜勤,100,95,5,0.9513,8.5,10
1297,MFG-01297,20250429,4,第二工場,ライン-B,夜勤,50,47,3,0.9528,10.2,6
1298,MFG-01298,20250610,20,九州工場,ライン-E,日勤,1000,961,39,0.9617,8.0,7
1299,MFG-01299,20250824,10,第二工場,ライン-E,夜勤,100,96,4,0.9684,8.8,10
1300,MFG-01300,20250217,19,第二工場,ライン-B,夜勤,200,195,5,0.9781,5.4,3
1301,MFG-01301,20250221,16,本社工場,ライン-C,夜勤,100,99,1,0.9956,7.8,8
1302,MFG-01302,20251119,13,第二工場,ライン-C,日勤,5,4,1,0.8431,5.0,3
1303,MFG-01303,20250114,1,九州工場,ライン-E,日勤,500,496,4,0.9933,6.5,0
1304,MFG-01304,20250408,6,本社工場,ライン-A,夜勤,20,19,1,0.9653,6.2,2
1305,MFG-01305,20250221,19,第二工場,ライン-A,日勤,500,438,62,0.8777,7.9,10
1306,MFG-01306,20250313,9,九州工場,ライン-D,日勤,200,198,2,0.9913,5.2,154
1307,MFG-01307,20250501,9,九州工場,ライン-C,日勤,200,199,1,0.9965,6.4,7
1308,MFG-01308,20250122,14,九州工場,ライン-D,夜勤,5,4,1,0.9613,5.4,8
1309,MFG-01309,20250809,12,第二工場,ライン-A,日勤,10,9,1,0.9639,7.5,148
1310,MFG-01310,20250620,17,九州工場,ライン-C,日勤,500,498,2,0.9967,6.6,7
1311,MFG-01311,20250311,13,本社工場,ライン-B,夜勤,5,4,1,0.9581,6.4,10
1312,MFG-01312,20260324,11,本社工場,ライン-C,夜勤,100,95,5,0.9588,6.8,8
1313,MFG-01313,20250404,12,本社工場,ライン-D,夜勤,10,9,1,0.9865,11.0,1
1314,MFG-01314,20260312,6,本社工場,ライン-B,夜勤,10,9,1,0.9505,4.1,6
1315,MFG-01315,20250721,6,本社工場,ライン-D,日勤,5,4,1,0.9928,10.6,163
1316,MFG-01316,20250704,14,本社工場,ライン-B,日勤,5,4,1,0.8576,8.9,36
1317,MFG-01317,20251022,8,第二工場,ライン-B,日勤,200,191,9,0.9577,10.7,166
1318,MFG-01318,20250424,13,九州工場,ライン-A,日勤,5,4,1,0.9721,9.3,4
1319,MFG-01319,20250724,4,本社工場,ライン-D,夜勤,1000,968,32,0.9688,5.7,5
1320,MFG-01320,20250106,1,第二工場,ライン-E,日勤,200,194,6,0.9703,7.6,2
1321,MFG-01321,20260315,8,本社工場,ライン-A,日勤,500,490,10,0.9809,10.3,1
1322,MFG-01322,20250811,10,本社工場,ライン-B,日勤,200,197,3,0.9892,4.9,7
1323,MFG-01323,20250402,15,九州工場,ライン-D,夜勤,200,194,6,0.9702,11.3,68
1324,MFG-01324,20260209,9,第二工場,ライン-E,日勤,200,158,42,0.7916,7.4,98
1325,MFG-01325,20260316,11,九州工場,ライン-A,夜勤,50,49,1,0.9906,9.0,2
1326,MFG-01326,20250603,6,本社工場,ライン-A,夜勤,10,9,1,0.9628,10.1,4
1327,MFG-01327,20250626,14,本社工場,ライン-C,夜勤,10,9,1,0.9505,6.9,8
1328,MFG-01328,20250709,8,本社工場,ライン-D,夜勤,200,170,30,0.8532,5.4,4
1329,MFG-01329,20250202,1,九州工場,ライン-A,夜勤,100,98,2,0.98,6.5,4
1330,MFG-01330,20250331,3,九州工場,ライン-D,夜勤,100,97,3,0.979,10.7,71
1331,MFG-01331,20250902,18,第二工場,ライン-A,夜勤,50,49,1,0.9811,7.3,71
1332,MFG-01332,20250822,17,第二工場,ライン-E,夜勤,100,98,2,0.9849,4.7,10
1333,MFG-01333,20260315,12,第二工場,ライン-D,夜勤,5,4,1,0.9862,7.2,1
1334,MFG-01334,20250708,10,九州工場,ライン-A,夜勤,500,488,12,0.9774,11.5,7
1335,MFG-01335,20251223,6,本社工場,ライン-E,日勤,10,8,2,0.8182,10.7,0
1336,MFG-01336,20250529,8,第二工場,ライン-C,夜勤,50,48,2,0.9609,6.0,6
1337,MFG-01337,20251031,17,本社工場,ライン-B,日勤,200,196,4,0.982,4.2,1
1338,MFG-01338,20251008,5,九州工場,ライン-B,日勤,200,194,6,0.9728,8.6,1
1339,MFG-01339,20251111,1,第二工場,ライン-E,夜勤,100,96,4,0.9658,8.8,6
1340,MFG-01340,20250830,7,第二工場,ライン-E,日勤,20,19,1,0.9833,10.9,7
1341,MFG-01341,20250724,1,九州工場,ライン-C,夜勤,500,490,10,0.9806,8.6,1
1342,MFG-01342,20251222,15,第二工場,ライン-A,夜勤,500,488,12,0.9762,7.2,0
1343,MFG-01343,20250728,13,本社工場,ライン-B,日勤,10,9,1,0.9947,9.4,7
1344,MFG-01344,20250409,19,本社工場,ライン-E,日勤,500,487,13,0.9758,5.3,2
1345,MFG-01345,20250803,11,本社工場,ライン-B,夜勤,50,49,1,0.9943,8.3,4
1346,MFG-01346,20251109,9,第二工場,ライン-B,夜勤,100,98,2,0.9834,8.3,3
1347,MFG-01347,20260329,3,第二工場,ライン-B,夜勤,500,491,9,0.9832,4.9,9
1348,MFG-01348,20251109,14,本社工場,ライン-D,夜勤,5,4,1,0.9759,5.5,9
1349,MFG-01349,20250929,6,本社工場,ライン-C,夜勤,5,4,1,0.957,11.0,1
1350,MFG-01350,20250827,18,第二工場,ライン-A,夜勤,200,193,7,0.9685,7.0,10
1351,MFG-01351,20250424,4,九州工場,ライン-C,日勤,100,96,4,0.9621,10.2,10
1352,MFG-01352,20250314,17,第二工場,ライン-A,日勤,100,95,5,0.9522,7.8,2
1353,MFG-01353,20250731,10,第二工場,ライン-A,日勤,100,97,3,0.9759,8.1,1
1354,MFG-01354,20250821,6,本社工場,ライン-D,日勤,10,9,1,0.9918,6.4,8
1355,MFG-01355,20250617,1,第二工場,ライン-A,日勤,200,199,1,0.9964,11.6,10
1356,MFG-01356,20250828,9,本社工場,ライン-A,夜勤,200,195,5,0.9784,4.9,6
1357,MFG-01357,20260316,4,第二工場,ライン-B,夜勤,200,150,50,0.755,5.1,174
1358,MFG-01358,20250303,15,九州工場,ライン-A,日勤,1000,982,18,0.9823,11.1,3
1359,MFG-01359,20250616,20,九州工場,ライン-D,日勤,200,195,5,0.9751,10.6,0
1360,MFG-01360,20250211,6,九州工場,ライン-A,夜勤,50,47,3,0.9578,11.0,9
1361,MFG-01361,20250110,19,本社工場,ライン-A,日勤,200,191,9,0.9588,11.3,6
1362,MFG-01362,20260226,2,九州工場,ライン-B,夜勤,200,191,9,0.9563,10.0,5
1363,MFG-01363,20250310,10,第二工場,ライン-A,夜勤,100,96,4,0.9623,10.0,7
1364,MFG-01364,20260209,12,九州工場,ライン-C,日勤,20,19,1,0.9631,11.0,2
1365,MFG-01365,20250302,12,第二工場,ライン-E,夜勤,10,9,1,0.9692,5.2,2
1366,MFG-01366,20250429,14,第二工場,ライン-A,夜勤,10,9,1,0.9754,6.3,110
1367,MFG-01367,20251025,10,第二工場,ライン-E,日勤,100,96,4,0.9623,8.8,2
1368,MFG-01368,20250730,19,本社工場,ライン-E,日勤,200,199,1,0.9964,11.6,6
1369,MFG-01369,20250401,7,第二工場,ライン-C,日勤,20,19,1,0.9852,6.0,8
1370,MFG-01370,20260112,16,九州工場,ライン-D,夜勤,500,479,21,0.959,11.3,4
1371,MFG-01371,20250304,8,九州工場,ライン-C,日勤,50,49,1,0.9888,11.2,1
1372,MFG-01372,20250617,7,九州工場,ライン-E,日勤,10,9,1,0.9561,4.1,32
1373,MFG-01373,20250529,10,九州工場,ライン-A,夜勤,1000,979,21,0.9796,10.0,93
1374,MFG-01374,20260115,8,第二工場,ライン-A,日勤,100,95,5,0.9598,10.5,2
1375,MFG-01375,20251122,18,本社工場,ライン-D,日勤,200,196,4,0.9809,10.7,2
1376,MFG-01376,20260116,5,本社工場,ライン-C,夜勤,200,191,9,0.9573,8.1,3
1377,MFG-01377,20250116,19,第二工場,ライン-D,夜勤,200,195,5,0.9799,6.1,6
1378,MFG-01378,20250306,19,本社工場,ライン-E,夜勤,200,190,10,0.9502,7.8,10
1379,MFG-01379,20250102,15,第二工場,ライン-E,夜勤,100,97,3,0.9774,11.8,10
1380,MFG-01380,20260111,10,第二工場,ライン-A,日勤,500,481,19,0.9624,9.7,1
1381,MFG-01381,20251203,7,九州工場,ライン-D,夜勤,5,4,1,0.9735,5.6,7
1382,MFG-01382,20250629,2,第二工場,ライン-B,日勤,500,479,21,0.9586,4.4,9
1383,MFG-01383,20260117,19,九州工場,ライン-E,日勤,200,191,9,0.9593,7.7,2
1384,MFG-01384,20260219,10,第二工場,ライン-C,夜勤,100,98,2,0.9874,7.9,151
1385,MFG-01385,20250801,5,第二工場,ライン-B,日勤,1000,983,17,0.9832,7.8,9
1386,MFG-01386,20250206,16,九州工場,ライン-A,夜勤,50,49,1,0.9961,5.3,5
1387,MFG-01387,20250210,9,第二工場,ライン-C,日勤,1000,872,128,0.8721,8.5,0
1388,MFG-01388,20250626,12,九州工場,ライン-E,日勤,20,19,1,0.9901,6.1,9
1389,MFG-01389,20250720,12,九州工場,ライン-B,日勤,5,4,1,0.9727,4.4,77
1390,MFG-01390,20260301,1,第二工場,ライン-C,夜勤,100,95,5,0.9509,10.1,8
1391,MFG-01391,20250318,6,九州工場,ライン-A,日勤,10,9,1,0.9577,11.5,3
1392,MFG-01392,20250921,12,九州工場,ライン-E,夜勤,5,4,1,0.9857,9.3,0
1393,MFG-01393,20250319,13,本社工場,ライン-C,夜勤,50,48,2,0.971,8.8,3
1394,MFG-01394,20250625,14,本社工場,ライン-B,日勤,10,9,1,0.9627,4.2,0
1395,MFG-01395,20260126,14,本社工場,ライン-D,夜勤,5,4,1,0.997,9.7,9
1396,MFG-01396,20250217,18,本社工場,ライン-C,日勤,50,49,1,0.9937,10.5,1
1397,MFG-01397,20250621,18,九州工場,ライン-C,夜勤,200,197,3,0.9884,5.9,1
1398,MFG-01398,20251101,13,第二工場,ライン-A,夜勤,20,19,1,0.9509,5.8,10
1399,MFG-01399,20250104,16,第二工場,ライン-D,夜勤,500,492,8,0.9849,11.7,151
1400,MFG-01400,20251214,5,本社工場,ライン-B,夜勤,500,492,8,0.9858,10.6,3
1401,MFG-01401,20251023,9,第二工場,ライン-D,夜勤,1000,969,31,0.9696,6.0,9
1402,MFG-01402,20250712,1,本社工場,ライン-C,日勤,100,98,2,0.9855,6.4,7
1403,MFG-01403,20260221,18,本社工場,ライン-D,日勤,1000,952,48,0.9523,11.4,75
1404,MFG-01404,20250122,13,本社工場,ライン-D,夜勤,10,9,1,0.9755,9.1,6
1405,MFG-01405,20250517,1,九州工場,ライン-E,日勤,50,47,3,0.9521,4.9,3
1406,MFG-01406,20251124,1,第二工場,ライン-B,日勤,50,47,3,0.9576,5.6,5
1407,MFG-01407,20251019,15,第二工場,ライン-E,日勤,500,494,6,0.9896,11.8,174
1408,MFG-01408,20260102,18,本社工場,ライン-D,日勤,500,497,3,0.994,11.6,10
1409,MFG-01409,20250614,9,九州工場,ライン-C,日勤,50,48,2,0.9767,8.8,5
1410,MFG-01410,20250426,17,本社工場,ライン-A,日勤,200,195,5,0.9763,7.1,8
1411,MFG-01411,20250419,10,第二工場,ライン-C,夜勤,1000,958,42,0.9581,10.4,1
1412,MFG-01412,20250910,20,本社工場,ライン-D,夜勤,500,480,20,0.9613,10.5,6
1413,MFG-01413,20260307,5,九州工場,ライン-C,夜勤,50,40,10,0.8173,9.1,6
1414,MFG-01414,20250109,5,第二工場,ライン-B,日勤,200,190,10,0.9534,11.6,1
1415,MFG-01415,20250814,8,第二工場,ライン-A,夜勤,500,476,24,0.9526,8.2,5
1416,MFG-01416,20250308,6,第二工場,ライン-C,日勤,10,9,1,0.9772,4.5,4
1417,MFG-01417,20260110,12,本社工場,ライン-B,夜勤,50,47,3,0.9526,9.8,1
1418,MFG-01418,20260124,17,九州工場,ライン-E,夜勤,200,192,8,0.9644,9.7,6
1419,MFG-01419,20250619,13,九州工場,ライン-A,日勤,10,9,1,0.9627,9.4,8
1420,MFG-01420,20250104,12,本社工場,ライン-D,日勤,50,49,1,0.9907,10.4,82
1421,MFG-01421,20250506,1,九州工場,ライン-A,日勤,100,97,3,0.9708,5.9,2
1422,MFG-01422,20251220,20,本社工場,ライン-D,日勤,100,96,4,0.9694,6.1,8
1423,MFG-01423,20250310,11,本社工場,ライン-B,夜勤,1000,972,28,0.9721,8.9,2
1424,MFG-01424,20250513,6,第二工場,ライン-D,日勤,20,19,1,0.9757,6.7,2
1425,MFG-01425,20250503,6,九州工場,ライン-A,日勤,50,48,2,0.9796,5.8,8
1426,MFG-01426,20250523,10,本社工場,ライン-B,夜勤,200,195,5,0.9784,5.2,10
1427,MFG-01427,20250905,11,本社工場,ライン-C,夜勤,500,478,22,0.9561,7.1,7
1428,MFG-01428,20250615,14,九州工場,ライン-E,日勤,50,47,3,0.9502,10.7,3
1429,MFG-01429,20250420,5,第二工場,ライン-B,日勤,1000,972,28,0.9724,5.7,6
1430,MFG-01430,20260330,17,第二工場,ライン-A,夜勤,1000,951,49,0.9514,10.4,157
1431,MFG-01431,20250705,2,第二工場,ライン-B,日勤,100,97,3,0.9799,10.4,4
1432,MFG-01432,20250213,2,九州工場,ライン-D,夜勤,500,486,14,0.9738,4.1,6
1433,MFG-01433,20250831,12,本社工場,ライン-E,夜勤,5,4,1,0.9501,11.4,0
1434,MFG-01434,20260308,2,九州工場,ライン-B,夜勤,100,99,1,0.9971,9.1,6
1435,MFG-01435,20260329,9,九州工場,ライン-D,日勤,100,96,4,0.9651,7.9,1
1436,MFG-01436,20250925,7,九州工場,ライン-E,夜勤,20,19,1,0.9904,8.8,168
1437,MFG-01437,20251228,17,本社工場,ライン-D,夜勤,500,396,104,0.7923,9.6,2
1438,MFG-01438,20260226,14,第二工場,ライン-D,日勤,20,19,1,0.9623,7.0,2
1439,MFG-01439,20260103,18,九州工場,ライン-E,日勤,500,482,18,0.9658,6.3,3
1440,MFG-01440,20250509,1,九州工場,ライン-A,日勤,100,98,2,0.9856,11.9,2
1441,MFG-01441,20250409,19,九州工場,ライン-E,夜勤,1000,989,11,0.9897,11.4,6
1442,MFG-01442,20260102,15,九州工場,ライン-E,夜勤,50,48,2,0.9741,5.1,3
1443,MFG-01443,20250819,17,九州工場,ライン-E,夜勤,50,49,1,0.9967,6.3,0
1444,MFG-01444,20250716,3,九州工場,ライン-B,夜勤,200,192,8,0.9647,10.0,8
1445,MFG-01445,20260322,9,本社工場,ライン-D,夜勤,200,195,5,0.9799,8.5,3
1446,MFG-01446,20260329,18,本社工場,ライン-B,夜勤,100,95,5,0.9557,10.7,51
1447,MFG-01447,20250802,3,第二工場,ライン-D,日勤,50,48,2,0.9671,6.5,8
1448,MFG-01448,20250728,9,第二工場,ライン-C,夜勤,100,96,4,0.9672,7.9,59
1449,MFG-01449,20250511,16,第二工場,ライン-D,日勤,50,48,2,0.9714,8.2,8
1450,MFG-01450,20260315,5,九州工場,ライン-C,日勤,200,193,7,0.9669,6.6,4
